"";"Statistik_Code";"Statistik_Label";"Tabelle";"Jahr";"AGS";"AGS_Label";"Merkmal";"Merkmal_Label";"Wert";"Wert_Code";"Wert_Label"
"46";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2018";"14625";"Bautzen, Landkreis";"Insgesamt";"Insgesamt";2395,61;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"47";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2018";"14626";"Görlitz, Landkreis";"Insgesamt";"Insgesamt";2111,41;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"48";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2018";"14627";"Meißen, Landkreis";"Insgesamt";"Insgesamt";1454,59;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"49";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2018";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"Insgesamt";"Insgesamt";1654,19;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"50";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2018";"14713";"Leipzig, kreisfreie Stadt";"Insgesamt";"Insgesamt";297,8;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"51";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2018";"14729";"Leipzig, Landkreis";"Insgesamt";"Insgesamt";1651,3;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"52";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2018";"14730";"Nordsachsen, Landkreis";"Insgesamt";"Insgesamt";2028,56;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"53";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14511";"Chemnitz, kreisfreie Stadt";"Insgesamt";"Insgesamt";221,05;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"54";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14521";"Erzgebirgskreis";"Insgesamt";"Insgesamt";1827,91;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"55";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14522";"Mittelsachsen, Landkreis";"Insgesamt";"Insgesamt";2116,85;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"56";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14523";"Vogtlandkreis";"Insgesamt";"Insgesamt";1412,42;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"57";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14524";"Zwickau, Landkreis";"Insgesamt";"Insgesamt";949,79;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"58";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14612";"Dresden, kreisfreie Stadt";"Insgesamt";"Insgesamt";328,48;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"59";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14625";"Bautzen, Landkreis";"Insgesamt";"Insgesamt";2395,6;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"60";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14626";"Görlitz, Landkreis";"Insgesamt";"Insgesamt";2111,41;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"61";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14627";"Meißen, Landkreis";"Insgesamt";"Insgesamt";1454,59;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"62";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"Insgesamt";"Insgesamt";1654,19;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"63";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14713";"Leipzig, kreisfreie Stadt";"Insgesamt";"Insgesamt";297,8;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"64";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14729";"Leipzig, Landkreis";"Insgesamt";"Insgesamt";1651,32;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"65";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2017";"14730";"Nordsachsen, Landkreis";"Insgesamt";"Insgesamt";2028,56;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"66";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14511";"Chemnitz, kreisfreie Stadt";"Insgesamt";"Insgesamt";221,05;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"67";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14521";"Erzgebirgskreis";"Insgesamt";"Insgesamt";1827,9;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"68";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14522";"Mittelsachsen, Landkreis";"Insgesamt";"Insgesamt";2116,85;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"69";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14523";"Vogtlandkreis";"Insgesamt";"Insgesamt";1412,43;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"70";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14524";"Zwickau, Landkreis";"Insgesamt";"Insgesamt";949,79;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"71";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14612";"Dresden, kreisfreie Stadt";"Insgesamt";"Insgesamt";328,48;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"72";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14625";"Bautzen, Landkreis";"Insgesamt";"Insgesamt";2395,6;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"73";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14626";"Görlitz, Landkreis";"Insgesamt";"Insgesamt";2111,42;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"74";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14627";"Meißen, Landkreis";"Insgesamt";"Insgesamt";1454,59;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"75";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"Insgesamt";"Insgesamt";1654,18;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"76";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14713";"Leipzig, kreisfreie Stadt";"Insgesamt";"Insgesamt";297,8;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"77";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14729";"Leipzig, Landkreis";"Insgesamt";"Insgesamt";1651,32;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"78";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2016";"14730";"Nordsachsen, Landkreis";"Insgesamt";"Insgesamt";2028,56;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"79";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14511";"Chemnitz, kreisfreie Stadt";"Insgesamt";"Insgesamt";221,05;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"80";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14521";"Erzgebirgskreis";"Insgesamt";"Insgesamt";1827,9;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"81";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14522";"Mittelsachsen, Landkreis";"Insgesamt";"Insgesamt";2116,32;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"82";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14523";"Vogtlandkreis";"Insgesamt";"Insgesamt";1412,42;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"83";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14524";"Zwickau, Landkreis";"Insgesamt";"Insgesamt";949,79;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"84";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14612";"Dresden, kreisfreie Stadt";"Insgesamt";"Insgesamt";328,48;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"85";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14625";"Bautzen, Landkreis";"Insgesamt";"Insgesamt";2395,6;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"86";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14626";"Görlitz, Landkreis";"Insgesamt";"Insgesamt";2111,42;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"87";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14627";"Meißen, Landkreis";"Insgesamt";"Insgesamt";1454,59;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"88";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"Insgesamt";"Insgesamt";1654,18;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"89";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14713";"Leipzig, kreisfreie Stadt";"Insgesamt";"Insgesamt";297,8;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"90";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14729";"Leipzig, Landkreis";"Insgesamt";"Insgesamt";1651,39;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"91";"11111";"Feststellung des Gebietsstandes";"11111-01-01-4";"2015";"14730";"Nordsachsen, Landkreis";"Insgesamt";"Insgesamt";2028,42;"FLC006__Gebietsflaeche__qkm";"Gebietsfläche"
"92";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14511";"Chemnitz, kreisfreie Stadt";"Insgesamt";"Geschlecht";248563;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"93";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14511";"Chemnitz, kreisfreie Stadt";"männlich";"Geschlecht";122678;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"94";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14511";"Chemnitz, kreisfreie Stadt";"weiblich";"Geschlecht";125885;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"95";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14521";"Erzgebirgskreis";"Insgesamt";"Geschlecht";328850;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"96";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14521";"Erzgebirgskreis";"männlich";"Geschlecht";160991;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"97";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14521";"Erzgebirgskreis";"weiblich";"Geschlecht";167859;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"98";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14522";"Mittelsachsen, Landkreis";"Insgesamt";"Geschlecht";300639;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"99";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14522";"Mittelsachsen, Landkreis";"männlich";"Geschlecht";149223;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"100";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14522";"Mittelsachsen, Landkreis";"weiblich";"Geschlecht";151416;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"101";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14523";"Vogtlandkreis";"Insgesamt";"Geschlecht";222666;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"102";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14523";"Vogtlandkreis";"männlich";"Geschlecht";108488;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"103";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14523";"Vogtlandkreis";"weiblich";"Geschlecht";114178;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"104";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14524";"Zwickau, Landkreis";"Insgesamt";"Geschlecht";310838;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"105";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14524";"Zwickau, Landkreis";"männlich";"Geschlecht";151813;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"106";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14524";"Zwickau, Landkreis";"weiblich";"Geschlecht";159025;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"107";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14612";"Dresden, kreisfreie Stadt";"Insgesamt";"Geschlecht";563311;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"108";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14612";"Dresden, kreisfreie Stadt";"männlich";"Geschlecht";279338;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"109";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14612";"Dresden, kreisfreie Stadt";"weiblich";"Geschlecht";283973;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"110";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14625";"Bautzen, Landkreis";"Insgesamt";"Geschlecht";297711;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"111";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14625";"Bautzen, Landkreis";"männlich";"Geschlecht";146982;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"112";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14625";"Bautzen, Landkreis";"weiblich";"Geschlecht";150729;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"113";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14626";"Görlitz, Landkreis";"Insgesamt";"Geschlecht";249681;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"114";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14626";"Görlitz, Landkreis";"männlich";"Geschlecht";122032;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"115";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14626";"Görlitz, Landkreis";"weiblich";"Geschlecht";127649;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"116";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14627";"Meißen, Landkreis";"Insgesamt";"Geschlecht";241343;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"117";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14627";"Meißen, Landkreis";"männlich";"Geschlecht";118391;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"118";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14627";"Meißen, Landkreis";"weiblich";"Geschlecht";122952;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"119";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"Insgesamt";"Geschlecht";246204;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"120";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"männlich";"Geschlecht";121264;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"121";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"weiblich";"Geschlecht";124940;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"122";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14713";"Leipzig, kreisfreie Stadt";"Insgesamt";"Geschlecht";616093;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"123";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14713";"Leipzig, kreisfreie Stadt";"männlich";"Geschlecht";302741;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"124";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2022";"14713";"Leipzig, kreisfreie Stadt";"weiblich";"Geschlecht";313352;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
